column,column_2
2021-10-17 19:00:00,608
2021-10-17 20:00:00,601
2021-10-17 21:00:00,598
2021-10-17 22:00:00,598
2021-10-17 23:00:00,584
2021-10-18 00:00:00,584
2021-10-18 06:00:00,558
2021-10-18 07:00:00,554
2021-10-18 07:30:00,511
2021-10-18 08:00:00,522
2021-10-18 09:00:00,522
2021-10-18 10:00:00,522
2021-10-18 11:00:00,522
2021-10-18 12:00:00,522
2021-10-18 13:00:00,522
2021-10-18 14:00:00,522
2021-10-18 15:00:00,522
2021-10-18 16:00:00,525
2021-10-18 17:00:00,530
2021-10-18 18:00:00,530
2021-10-18 19:00:00,525
2021-10-18 20:00:00,535
2021-10-18 21:00:00,535
2021-10-18 22:00:00,535
2021-10-18 23:00:00,535
2021-10-19 00:00:00,535
2021-10-19 06:00:00,540
2021-10-19 07:00:00,540
2021-10-19 08:00:00,542
2021-10-19 09:00:00,540
2021-10-19 10:00:00,542
2021-10-19 11:00:00,542
2021-10-19 12:00:00,540
2021-10-19 13:00:00,542
2021-10-19 14:00:00,549
2021-10-19 15:00:00,549
2021-10-19 16:00:00,542
2021-10-19 17:00:00,549
2021-10-19 18:00:00,549
2021-10-19 19:00:00,549
2021-10-19 20:00:00,557
2021-10-19 21:00:00,557
2021-10-19 22:00:00,557
2021-10-19 23:00:00,562
2021-10-20 00:00:00,562
2021-10-20 06:00:00,562
2021-10-20 07:00:00,557
2021-10-20 08:00:00,557
2021-10-20 09:00:00,557
2021-10-20 10:00:00,552
2021-10-20 11:00:00,552
2021-10-20 12:00:00,557
2021-10-20 13:00:00,557
2021-10-20 14:00:00,552
2021-10-20 15:00:00,552
2021-10-20 16:00:00,552
2021-10-20 16:09:00,548
2021-10-20 17:00:00,552
2021-10-20 18:00:00,552
2021-10-20 19:00:00,552
2021-10-20 20:00:00,557
2021-10-20 21:00:00,552
2021-10-20 22:00:00,557
2021-10-20 23:00:00,557
2021-10-21 00:00:00,557
2021-10-21 06:00:00,552
2021-10-21 07:00:00,552
2021-10-21 08:00:00,549
2021-10-21 09:00:00,552
2021-10-21 10:00:00,549
2021-10-21 11:00:00,552
2021-10-21 12:00:00,549
2021-10-21 13:00:00,552
2021-10-21 14:00:00,549
2021-10-21 15:00:00,542
2021-10-21 16:00:00,535
2021-10-21 17:00:00,549
2021-10-21 18:00:00,549
2021-10-21 19:00:00,552
2021-10-21 20:00:00,540
2021-10-21 21:00:00,540
2021-10-21 22:00:00,535
2021-10-21 23:00:00,526
2021-10-22 00:00:00,526
2021-10-22 06:00:00,502
2021-10-22 07:00:00,500
2021-10-22 08:00:00,500
2021-10-22 09:00:00,500
2021-10-22 10:00:00,502
2021-10-22 11:00:00,509
2021-10-22 12:00:00,502
2021-10-22 13:00:00,509
2021-10-22 14:00:00,512
2021-10-22 15:00:00,512
2021-10-22 16:00:00,509
2021-10-22 20:00:00,512
2021-10-23 07:57:00,966
2021-10-23 08:00:00,976
2021-10-23 14:00:00,1100
2021-10-23 20:00:00,1170
2021-10-24 08:00:00,1260
2021-10-24 08:42:00,1220
2021-10-24 14:00:00,1140
2021-10-24 20:00:00,1080
2021-10-25 08:00:00,1080
2021-10-25 14:00:00,1110
2021-10-25 20:00:00,1130
2021-10-26 08:00:00,1090
2021-10-26 14:00:00,1120
2021-10-26 15:42:00,1120
2021-10-26 20:00:00,1160
2021-10-27 08:00:00,1240
2021-10-27 20:00:00,1190
2021-10-28 08:00:00,1270
2021-10-28 13:21:00,1200
2021-10-28 20:00:00,1090
2021-10-29 08:00:00,1170
2021-10-29 20:00:00,1240
2021-10-30 08:00:00,1200
2021-10-30 20:00:00,1170
2021-10-31 07:36:00,1080
2021-10-31 08:00:00,1040
2021-10-31 20:00:00,912
2021-11-01 08:00:00,980
2021-11-02 08:00:00,760
2021-11-03 08:00:00,753
2021-11-03 12:00:00,846
2021-11-04 08:00:00,800
2021-11-05 08:00:00,581
2021-11-05 12:48:00,666
2021-11-06 08:00:00,586
2021-11-07 08:00:00,621
2021-11-07 18:54:00,954
2021-11-08 08:00:00,920
2021-11-09 08:00:00,749
2021-11-09 11:36:00,777
2021-11-10 08:00:00,840
2021-11-11 08:00:00,623
2021-11-12 07:30:00,562
2021-11-12 08:00:00,565
2021-11-13 07:48:00,452
2021-11-13 08:00:00,452
2021-11-14 07:48:00,393
2021-11-14 08:00:00,393
2021-11-15 08:00:00,488
